Publication Year,Author,Title,Publication Title,ISBN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Publisher,Language,Manual Tags,Conference Name
2005,"Nagano, Tohru; Mori, Shinsuke; Nishimura, Masafumi",A stochastic approach to phoneme and accent estimation,Interspeech 2005,,10.21437/Interspeech.2005-575,https://www.isca-speech.org/archive/interspeech_2005/nagano05_interspeech.html,"We present a new stochastic approach to estimate accurately phonemes and accents for Japanese TTS (Text-to-Speech) systems. Front-end process of TTS system assigns phonemes and accents to an input plain text, which is critical for creating intelligible and natural speech. Rule-based approaches that build hierarchical structures are widely used for this purpose. However, considering scalability and the ease of domain adaptation, rule-based approaches have well-known limitations. In this paper, we present a stochastic method based on an n-gram model for phonemes and accents estimation. The proposed method estimates not only phonemes and accents but word segmentation and part-of-speech (POS) simultaneously. We implemented a system for Japanese which solves tokenization, linguistic annotation, text-to-phonemes conversion, homograph disambiguation, and accents generation at the same time, and observed promising results.",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:20,3293-3296,ISCA,en,prosody,Interspeech 2005
2014,"Najafian, Maryam; DeMarco, Andrea; Cox, Stephen; Russell, Martin",Unsupervised model selection for recognition of regional accented speech,Interspeech 2014,,10.21437/Interspeech.2014-495,https://www.isca-speech.org/archive/interspeech_2014/najafian14_interspeech.html,"This paper is concerned with automatic speech recognition (ASR) for accented speech. Given a small amount of speech from a new speaker, is it better to apply speaker adaptation to the baseline, or to use accent identiﬁcation (AID) to identify the speaker’s accent and select an accent-dependent acoustic model? Three accent-based model selection methods are investigated: using the ‘true’ accent model, and unsupervised model selection using i-Vector and phonotactic-based AID. All three methods outperform the unadapted baseline. Most signiﬁcantly, AID-based model selection using 43s of speech performs better than unsupervised speaker adaptation, even if the latter uses ﬁve times more adaptation data. Combining unsupervised AIDbased model selection and speaker adaptation gives an average relative reduction in ASR error rate of up to 47%.",14/09/2014,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,2967-2971,ISCA,en,L1,Interspeech 2014
2013,"Nakamura, Ibuki; Minematsu, Nobuaki; Suzuki, Masayuki; Hirano, Hiroko; Nakagawa, Chieko; Nakamura, Noriko; Tagawa, Yukinori; Hirose, Keikichi; Hashimoto, Hiroya",Development of a web framework for teaching and learning Japanese prosody: OJAD (online Japanese accent dictionary),Interspeech 2013,,10.21437/Interspeech.2013-575,https://www.isca-speech.org/archive/interspeech_2013/nakamura13_interspeech.html,"This paper introduces the ﬁrst online and free framework for teaching and learning Japanese prosody including word accent and phrase intonation. This framework is called OJAD (Online Japanese Accent Dictionary) [1] and it provides three functions. 1) Visual, auditory, systematic, and comprehensive illustration of patterns of accent change (accent sandhi) of verbs and adjectives. Here only the changes caused by twelve kinds of fundamental conjugation are focused upon. 2) Visual illustration of the accent pattern of a given verbal expression, which is a combination of a verb and its postpositional auxiliary words. 3) Visual illustration of the pitch pattern of an any given sentence and the expected positions of accent nuclei in the sentence. The third function is implemented by using an accent change prediction module that we developed for Japanese text-to-speech (TTS) synthesizers [2, 3]. Experiments show that accent nucleus assignment to given texts by the proposed framework is much more accurate than that by native speakers. Subjective assessment and objective assessment by teachers and learners show very high pedagogical effectiveness of the framework.",25/08/2013,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,2554-2558,ISCA,en,prosody,Interspeech 2013
2012,"Nallasamy, Udhyakumar; Metze, Florian; Schultz, Tanja",Enhanced polyphone decision tree adaptation for accented speech recognition,Interspeech 2012,,10.21437/Interspeech.2012-516,https://www.isca-speech.org/archive/interspeech_2012/nallasamy12_interspeech.html,"State-of-the-art Automatic Speech Recognition (ASR) systems struggle to handle accented speech, particularly if the target accent is under-represented in the training data. The acoustic variations presented by an unfamiliar accent render the ASR polyphone decision tree (PDT) and its associated Gaussian mixture models (GMM) misﬁt to the test data. In this paper, we improve on the previous work of adapting the polyphone decision tree, using a semi-continuous model based approach to address the problem of data sparsity. We extend the existing PDT to introduce additional states with shared parameters, corresponding to the new contextual variations identiﬁed in the adaptation data, while still robustly estimating the state-speciﬁc parameters on a relatively small dataset. We conduct ASR experiments on Arabic and English accents and show that our technique performs better than Maximum A-Posteriori (MAP) adaptation and a previous implementation of polyphone decision tree specialization (PDTS). Compared to MAP adapted system, we obtain 7% relative improvement in Word Error Rate (WER) for Arabic and 13.7% relative improvement for English accent adaptation.",09/09/2012,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1902-1905,ISCA,en,L1,Interspeech 2012
2012,"Nariai, Tomoko; Tanaka, Kazuyo; Kawahara, Tatsuya",Comparative analysis of intensity between native speakers and Japanese speakers of English,Interspeech 2012,,10.21437/Interspeech.2012-270,https://www.isca-speech.org/archive/interspeech_2012/nariai12_interspeech.html,"Intensity has been reported as a reliable acoustical correlate of stress accent for English language, but not of pitch accent for Japanese language. This difference between English and Japanese languages is presumed to shape the characteristics of intensity in English spoken by Japanese (Japanese English, henceforth). Based on this presumption, the intensity of words in sentence utterances for Japanese English is compared to that for native speakers’ English (native English, henceforth). Statistical analysis shows that nouns for Japanese English are produced with less intensity, whereas most function words are with more intensity than those for native English. A correlation is recognized between the above results and the proﬁciency in Japanese English.",09/09/2012,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,895-898,ISCA,en,prosody,Interspeech 2012
2022,"Nguyen, Tuan Nam; Pham, Ngoc-Quan; Waibel, Alexander",Accent Conversion using Pre-trained Model and Synthesized Data from Voice Conversion,Interspeech 2022,,10.21437/Interspeech.2022-10729,https://www.isca-speech.org/archive/interspeech_2022/nguyen22d_interspeech.html,"Accent conversion (AC) aims to generate synthetic audios by changing the pronunciation pattern and prosody of source speakers (in source audios) while preserving voice quality and linguistic content. There has not been a parallel corpus that contains pairs of audios having the same contents yet coming from the same speakers in different accents, the authors hence work on a solution to synthesize one as training input. The training pipeline is conducted via two steps. First, a voice conversion (VC) model is constructed to synthesize a training data set, containing pairs of audios in the same voice but two different accents. Second, an AC model is trained with the synthesized data to convert a source accented speech to a target accented speech. Given the recognized success of self-supervised learning speech representation (wav2vec 2.0) on certain speech problems such as VC, speech recognition, speech translation, and speech-tospeech translation, we adopt this architecture with some customization to train the AC model in the second step. With just 9-hour synthesized training data, the encoder initialized by the weight of the pre-trained wav2vec 2.0 model outperforms the LSTM-based encoder.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,2583-2587,ISCA,en,L1-or-L2,Interspeech 2022
2007,"Ni, Xinqiang; Chen, Yining; Soong, Frank K.; Chu, Min; Zhang, Ping",An unsupervised approach to automatic prosodic annotation,Interspeech 2007,,10.21437/Interspeech.2007-225,https://www.isca-speech.org/archive/interspeech_2007/ni07_interspeech.html,"Accent is probably the most prominent part in prosodic events. Automatic accent labeling is important for both speech synthesis and automatic speech understanding. However, manually labeling data for traditional supervised learning is expensive and time consuming. In this paper, we propose an unsupervised learning algorithm to label accent automatically. First, we assume all content words are accented. We build an initial acoustic model with accented vowels in content words and high confidence unaccented vowels in function words. Then an iterative progress is executed to convergence. Experimental results show that this unsupervised learning algorithm achieves about 90% agreement on accent labeling. Compared with 84.3%, the accuracy of a typical linguistic classifier, a 30% relative error reduction is obtained.",27/08/2007,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,486-489,ISCA,en,prosody,Interspeech 2007
2011,"Ni, Chong-Jia; Liu, Wenju; Xu, Bo","Automatic prosodic events detection by using syllable-based acoustic, lexical and syntactic features",Interspeech 2011,,10.21437/Interspeech.2011-530,https://www.isca-speech.org/archive/interspeech_2011/ni11_interspeech.html,"Automatic prosodic events detection and annotation are important for both speech understanding and natural speech synthesis. In this paper, the complementary model method is proposed to detect prosodic events. This method discards the independent assumption between the acoustic features and the lexical and syntactic features, models not only the features of the current syllable but also the contextual features of the current syllable at the model level, and realizes the complementarities by taking the advantages of each model. The experiments on Boston University Radio News Corpus show that the complementary model can yield 91.40% pitch accent detection accuracy rate, 95.19% intonational phrase boundaries (IPB) detection accuracy rate and 93.96% break index detection accuracy rate. When compared with the previous work, the results for pitch accent, IPB and break index detection are significantly better.",27/08/2011,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,2017-2020,ISCA,en,prosody,Interspeech 2011
2013,"Ni, Jinfu; Shiga, Yoshinori; Hori, Chiori; Kidawara, Yutaka",A targets-based superpositional model of fundamental frequency contours applied to HMM-based speech synthesis,Interspeech 2013,,10.21437/Interspeech.2013-117,https://www.isca-speech.org/archive/interspeech_2013/ni13_interspeech.html,,25/08/2013,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1052-1056,ISCA,en,prosody,Interspeech 2013
2013,"Ní Chasaide, Ailbhe; Yanushevskaya, Irena; Kane, John; Gobl, Christer",The voice prominence hypothesis: the interplay of F0 and voice source features in accentuation,Interspeech 2013,,10.21437/Interspeech.2013-759,https://www.isca-speech.org/archive/interspeech_2013/nichasaide13_interspeech.html,"This paper explores the interplay of source correlates of accentuation, examining a hypothesis (the Voice Prominence Hypothesis) that different source parameters are involved and may serve as equivalent. It predicts that where accentuation is not marked by pitch salience there will be more extensive changes in other source parameters. This follows our assumption that prosodic entities such as accentuation, focus, declination, etc. involve adjustments to the entire voice source and not simply to F0. Twelve 3-accent sentences of Connemara Irish (declaratives, WH questions and Yes/No questions) were analysed. These are typically produced and transcribed as H* H* H*L. Of particular interest were the second accents: although they are heard as accented, there are no particular pitch excursions that would account for their salience. Inverse filtering and subsequent source parameterisation was carried out to yield measures for a range of source parameters. Results support the voice prominence hypothesis: as predicted, the most striking source adjustments were found in the second accent. Even where there is substantial pitch movement (final accent), parameters other than F0 appear to be contributing to the salience of the accented syllable. The precise source changes associated with accentuation varied across sentence types and within the prosodic phrase.",25/08/2013,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,3527-3531,ISCA,en,prosody,Interspeech 2013
2004,"Oh, Mira; Kim, Kee-Ho",Phonetic realization of the suffix-suppressed accentual phrase in Korean,Interspeech 2004,,10.21437/Interspeech.2004-80,https://www.isca-speech.org/archive/interspeech_2004/oh04_interspeech.html,"Suffixes can surface or can be suppressed depending on context in Korean. Shin (1982) argues that the case markermarked phrases deliver new information, while the case marker-suppressed phrases given information. The tonal pattern of the Accentual Phrase in Korean, LHLH, is not specific to morphological constituents within the phrase but is a property of the phrase (Jun 1993). Given that prosody often distinguishes pragmatic meanings, this study aims to find the phonetic characteristics of the suffix-suppressed Accentual Phrase through a phonetic experiment. The results indicate that the case marker-marked and -suppressed phrases are realized differently with respect to the degree of AP-final rising and AP-final tone realization. Different phonetic realizations reflect that the suffix-suppressed AP functions differently from the suffix-marked AP in discourse.",04/10/2004,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1309-1312,ISCA,en,prosody,Interspeech 2004
2022,"Oh, Miran; Lee, Yoonjeong",Dynamic Vertical Larynx Actions Under Prosodic Focus,Interspeech 2022,,10.21437/Interspeech.2022-10661,https://www.isca-speech.org/archive/interspeech_2022/oh22_interspeech.html,"It is well known that there is a positive correlation between fundamental frequency and vertical larynx position. Recently, Lee (2018) observes that one vertical larynx movement (VLM) is associated with an Accentual Phrase (AP) in Seoul Korean. The current study builds on these findings by investigating the effect of prosodic focus on vertical larynx actions. Target sentences were designed to produce four APs (e.g., Joohyun sold six yards of shabby garden field; AP[Joohyun-SUBJ] AP[shabby garden field] AP[six yards-OBJ] AP[sold-DECL], presented in Korean) and were used to elicit focus on the initial word of the object phrase (e.g., six). Articulatory data on VLM is obtained from five Seoul Korean speakers using real-time MRI. Results indicate that quantifiable VLMs observed for each sentence range from 3 to 6 movements, with 4 movements per sentence being the most frequent. Sentences with focus have more instances of VLM per sentence than those without. Focused sentences exhibit significantly greater vertical larynx displacement around the region of focus than the control. Our findings have implications for prosodic planning and pitch resetting, and ongoing analyses examine how VLMs align with Accentual Phrases in Seoul Korean and correlate with fundamental frequency.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,96-100,ISCA,en,prosody,Interspeech 2022
2005,"Oliver, Dominika; Clark, Robert A. J.",Modelling pitch accent types for Polish speech synthesis,Interspeech 2005,,10.21437/Interspeech.2005-613,https://www.isca-speech.org/archive/interspeech_2005/oliver05_interspeech.html,"We describe a Polish prosody modelling module for the Festival speech synthesis system. The module uses classiﬁcation and regression trees for accent type prediction and a linear regression technique for F0 contour generation for these contours. The techniques used to attempt to overcome problems with the only available data are shown. We demonstrate how improvements were achieved by the use of a modiﬁed F0 stylisation, accent type clustering and language speciﬁc features. Results of a formal perception study show a signiﬁcant preference for the new intonation model over the original one.",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1965-1968,ISCA,en,prosody,Interspeech 2005
2011,"Orr, Rosemary; Quené, Hugo; Beek, Roeland van; Diefenbach, Thari; Leeuwen, David A. van; Huijbregts, Marijn",An international English speech corpus for longitudinal study of accent development,Interspeech 2011,,10.21437/Interspeech.2011-513,https://www.isca-speech.org/archive/interspeech_2011/orr11_interspeech.html,"If English is used intensively as a lingua franca in a multilanguage community, do speakers then converge towards a single common accent? This speech corpus allows for longitudinal study to investigate the question of convergence by means of repeated speech recordings of students at an English-language college over a period of 5 years. We describe the content and collection of the corpus and the type of research that is envisaged, as well as tools used to manage and analyze the recordings, including automatic phone recognition for prosodic analyses; and intelligibility experiments using the SRT method.",27/08/2011,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1889-1892,ISCA,en,L2,Interspeech 2011
2008,"Otake, Takashi; Higuchi, Marii",The role of Japanese pitch accent in spoken-word recognition: evidence from middle-aged accentless dialect listeners,Interspeech 2008,,10.21437/Interspeech.2008-337,https://www.isca-speech.org/archive/interspeech_2008/otake08_interspeech.html,"This paper investigates the role of pitch accent information in spoken-word recognition in listeners in Fukushima, Japan, whose dialect is accentless. Previous research revealed that accentless listeners were less sensitive to pitch accent than Tokyo Japanese listeners. The present study asked whether middle-aged listeners’ use of accent information would differ from that of young listeners. 40 middle-aged Fukushima listeners were presented with Tokyo Japanese materials used in the earlier study, employing a gating task. Results show that middle-aged Fukushima accentless listeners are even less sensitive to the pitch accent information than the younger accentless listeners. The findings suggest that the exploitation of pitch information by younger listeners reflects adaptation to the standard Tokyo Japanese dialect, e.g., via the media, whereas the older listeners are less influenced by the standard.",22/09/2008,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1097-1100,ISCA,en,prosody,Interspeech 2008
2022,"Park, Byeongseon; Yamamoto, Ryuichi; Tachibana, Kentaro",A Unified Accent Estimation Method Based on Multi-Task Learning for Japanese Text-to-Speech,Interspeech 2022,,10.21437/Interspeech.2022-334,https://www.isca-speech.org/archive/interspeech_2022/park22b_interspeech.html,"We propose a unified accent estimation method for Japanese text-to-speech (TTS). Unlike the conventional two-stage methods, which separately train two models for predicting accent phrase boundaries and accent nucleus positions, our method merges the two models and jointly optimizes the entire model in a multi-task learning framework. Furthermore, considering the hierarchical linguistic structure of intonation phrases (IPs), accent phrases, and accent nuclei, we generalize the proposed approach to simultaneously model the IP boundaries with accent information. Objective evaluation results reveal that the proposed method achieves an accent estimation accuracy of 80.4%, which is 6.67% higher than the conventional two-stage method. When the proposed method is incorporated into a neural TTS framework, the system achieves a 4.29 mean opinion score with respect to prosody naturalness.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1931-1935,ISCA,en,L1-or-L2,Interspeech 2022
2009,"Patil, Vaishali; Joshi, Shrikant; Rao, Preeti",Improving the robustness of phonetic segmentation to accent and style variation with a two-staged approach,Interspeech 2009,,10.21437/Interspeech.2009-670,https://www.isca-speech.org/archive/interspeech_2009/patil09_interspeech.html,Correct and temporally accurate phonetic segmentation of speech utterances is important in applications ranging from transcription alignment to pronunciation error detection. Automatic speech recognizers used in these tasks provide insufficient temporal alignment accuracy apart from a recognition performance that is sensitive to accent and style variations from the training data. A two-staged approach combining HMM broad-class recognition with acousticphonetic knowledge based refinement is evaluated for phonetic segmentation accuracy in the context of accent and style mismatches with training data.,06/09/2009,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,2543-2546,ISCA,en,L1-or-L2,Interspeech 2009
2019,"Pellegrini, Thomas; Farinas, Jérôme; Delpech, Estelle; Lancelot, François",The Airbus Air Traffic Control Speech Recognition 2018 Challenge: Towards ATC Automatic Transcription and Call Sign Detection,Interspeech 2019,,10.21437/Interspeech.2019-1962,https://www.isca-speech.org/archive/interspeech_2019/pellegrini19_interspeech.html,"In this paper, we describe the outcomes of the challenge organized and run by Airbus and partners in 2018 on Air Trafﬁc Control (ATC) speech recognition. The challenge consisted of two tasks applied to English ATC speech: 1) automatic speechto-text transcription, 2) call sign detection (CSD). The registered participants were provided with 40 hours of speech along with manual transcriptions. Twenty-two teams submitted predictions on a ﬁve hour evaluation set. ATC speech processing is challenging for several reasons: high speech rate, foreignaccented speech with a great diversity of accents, noisy communication channels. The best ranked team achieved a 7.62% Word Error Rate and a 82.41% CSD F1-score. Transcribing pilots’ speech was found to be twice as harder as controllers’ speech. Remaining issues towards solving ATC ASR are also discussed in the paper.",15/09/2019,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,2993-2997,ISCA,en,L1-or-L2,Interspeech 2019
2020,"Pérez-Ramón, Rubén; Lecumberri, María Luisa García; Cooke, Martin",The Effect of Language Proficiency on the Perception of Segmental Foreign Accent,Interspeech 2020,,10.21437/Interspeech.2020-1023,https://www.isca-speech.org/archive/interspeech_2020/perezramon20_interspeech.html,"Foreign accent has different effects on speech intelligibility for native and non-native listeners. However, not much is known about the impact of individual foreign-accented segments on listeners with different levels of proﬁciency in the language. Using a technique developed to generate degrees of segmental foreign accent, this study investigates how native and non-native listeners differing in language proﬁciency categorise and discriminate degrees of accentedness at the segmental level. Listeners responded to continua ranging from Spanish-accented tokens to English tokens, constructed by inserting accented segments into words. Six continua were chosen, based on known problems faced by Spanish speakers of English. Whether foreign accent categorisation performance differed across native and nonnative listeners was found to depend on the status of the segment in the listeners’ ﬁrst language. For certain sounds both high and low proﬁciency non-native groups resembled native listener responses. For other sounds, categorisation revealed a clear effect of proﬁciency, with the high-proﬁciency group closer to native performance than the low proﬁciency cohort. This behaviour indicates an ongoing process of new second language phonemic category creation by the more proﬁcient learners.",25/10/2020,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,2362-2366,ISCA,en,prosody,Interspeech 2020
2022,"Pérez Ramón, Rubén; Cooke, Martin; Garcia Lecumberri, Maria Luisa",Generating iso-accented stimuli for second language research: methodology and a dataset for Spanish-accented English,Interspeech 2022,,10.21437/Interspeech.2022-850,https://www.isca-speech.org/archive/interspeech_2022/perezramon22_interspeech.html,"A non-native accent can be conveyed at both the segmental and suprasegmental level. Previous studies have developed techniques to isolate the effect of segmental foreign accent by splicing accented segments from a bilingual speaker into nonaccented words produced by the same speaker. The current work addresses the issue of between-segment variability by developing a technique to convert from acoustically-equal accent gradations to perceptually-equal steps. The procedure is used to derive the ﬁrst corpus of Spanish-accented English composed of lexical tokens each generated with one of ﬁve degrees of nonnative accent. As an example application, corpus tokens are used to elicit accentedness judgements from four listener cohorts with ﬁrst languages which differ as to whether they share the native language, the non-native (accented) language of the corpus or have a closer phonological inventory to one or the other. Findings highlight the importance of the relationship between listeners’ phonological systems and those of the native and non-native languages of the corpus, especially for vowels, with respect to sensitivity to foreign accent.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1846-1850,ISCA,en,L1-or-L2,Interspeech 2022
2008,"Piat, Marina; Fohr, Dominique; Illina, Irina",Foreign accent identification based on prosodic parameters,Interspeech 2008,,10.21437/Interspeech.2008-235,https://www.isca-speech.org/archive/interspeech_2008/piat08_interspeech.html,"In this paper we propose an automatic approach for foreign accent identiﬁcation. Knowledge of the speaker’s origin allows to adapt acoustic models for non-native speech recognition. In this study, we use a statistical approach based on prosodic parameters. This approach relies on the fact that prosody is different between languages, and has been done within the framework of the HIWIRE (Human Input that Works In Real Environments) European project. The corpus is composed of English sentences pronounced by French, Italian, Greek and Spanish speakers. Results obtained with duration and energy are promising for foreign accent identiﬁcation: 67.1% correct L1 identiﬁcation with duration and 68.6% with energy. These two parameters combined with MFCC achieve a 87.1% correct foreign accent identiﬁcation rate.",22/09/2008,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,759-762,ISCA,en,L2,Interspeech 2008
2005,"Psutka, Josef; Ircing, Pavel; Psutka, J. V.; Hajic, Jan; Byrne, William J.; Mírovský, Jirí","Automatic transcription of Czech, Russian, and Slovak spontaneous speech in the MALACH project",Interspeech 2005,,10.21437/Interspeech.2005-489,https://www.isca-speech.org/archive/interspeech_2005/psutka05_interspeech.html,"This paper describes the 3.5-years effort put into building LVCSR systems for recognition of spontaneous speech of Czech, Russian, and Slovak witnesses of the Holocaust in the MALACH project. For processing of colloquial, highly emotional and heavily accented speech of elderly people containing many non-speech events we have developed techniques that very effectively handle both non-speech events and colloquial and accented variants of uttered words. Manual transcripts as one of the main sources for language modeling were automatically „normalized” using standardized lexicon, which brought about 2 to 3% reduction of the word error rate (WER). The subsequent interpolation of such LMs with models built from an additional collection (consisting of topically selected sentences from general text corpora) resulted into an additional improvement of performance of up to 3 % .",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,1349-1352,ISCA,en,L1; def,Interspeech 2005
2022,"Quamer, Waris; Das, Anurag; Levis, John; Chukharev-Hudilainen, Evgeny; Gutierrez-Osuna, Ricardo",Zero-Shot Foreign Accent Conversion without a Native Reference,Interspeech 2022,,10.21437/Interspeech.2022-10664,https://www.isca-speech.org/archive/interspeech_2022/quamer22_interspeech.html,"Previous approaches for foreign accent conversion (FAC) either need a reference utterance from a native speaker (L1) during synthesis, or are dedicated one-to-one systems that must be trained separately for each non-native (L2) speaker. To address both issues, we propose a new FAC system that can transform L2 speech directly from previously unseen speakers. The system consists of two independent modules: a translator and a synthesizer, which operate on bottleneck features derived from phonetic posteriorgrams. The translator is trained to map bottleneck features in L2 utterances into those from a parallel L1 utterance. The synthesizer is a many-to-many system that maps input bottleneck features into the corresponding Mel-spectrograms, conditioned on an embedding from the L2 speaker. During inference, both modules operate in sequence to take an unseen L2 utterance and generate a native-accented Mel-spectrogram. Perceptual experiments show that our system achieves a large reduction (67%) in non-native accentedness compared to a state-of-the-art reference-free system (28.9%) that builds a dedicated model for each L2 speaker. Moreover, 80% of the listeners rated the synthesized utterances to have the same voice identity as the L2 speaker.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:21,4920-4924,ISCA,en,,Interspeech 2022
2015,"Rasipuram, Ramya; Cernak, Milos; Nachen, Alexandre; Magimai-Doss, Mathew",Automatic accentedness evaluation of non-native speech using phonetic and sub-phonetic posterior probabilities,Interspeech 2015,,10.21437/Interspeech.2015-233,https://www.isca-speech.org/archive/interspeech_2015/rasipuram15_interspeech.html,"Automatic evaluation of non-native speech accentedness has potential implications for not only language learning and accent identiﬁcation systems but also for speaker and speech recognition systems. From the perspective of speech production, the two primary factors inﬂuencing the accentedness are the phonetic and prosodic structure. In this paper, we propose an approach for automatic accentedness evaluation based on comparison of instances of native and non-native speakers at the acoustic-phonetic level. Speciﬁcally, the proposed approach measures accentedness by comparing phone class conditional probability sequences corresponding to the instances of native and non-native speakers, respectively. We evaluate the proposed approach on the EMIME bilingual and EMIME Mandarin bilingual corpora, which contains English speech from native English speakers and various non-native English speakers, namely Finnish, German and Mandarin. We also investigate the inﬂuence of the granularity of the phonetic unit representation on the performance of the proposed accentedness measure. Our results indicate that the accentedness ratings by the proposed approach correlate consistently with the human ratings of accentedness. In addition, our studies show that the granularity of the phonetic unit representation that yields the best correlation with the human accentedness ratings varies with respect to the native language of the non-native speakers.",06/09/2015,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:22,648-652,ISCA,en,L2,Interspeech 2015
2016,"Rasipuram, Ramya; Cernak, Milos; Magimai-Doss, Mathew",HMM-Based Non-Native Accent Assessment Using Posterior Features,Interspeech 2016,,10.21437/Interspeech.2016-750,https://www.isca-speech.org/archive/interspeech_2016/rasipuram16_interspeech.html,"Automatic non-native accent assessment has potential beneﬁts in language learning and speech technologies. The three fundamental challenges in automatic accent assessment are to characterize, model and assess individual variation in speech of the non-native speaker. In our recent work, accentedness score was automatically obtained by comparing two phone probability sequences obtained through instances of non-native and native speech. Although automatic accentedness ratings of the approach correlated well with human accent ratings, the approach is critically constrained because of the requirement of native speech instance. In this paper, we build on the previous work and obtain the native latent symbol probability sequence through the word hypothesis modeled as a hidden Markov model (HMM). The latent symbols are either context-independent phonemes or clustered context-dependent phonemes. The advantage of the proposed approach is that it requires just reference text transcription instead of native speech recordings. Using the HMMs trained on an auxiliary native speech corpus, the proposed approach achieves a correlation of 0.68 with human accent ratings on the ISLE corpus. This is further interesting considering that the approach does not use any non-native data and human accent ratings at any stage of the system development.",08/09/2016,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:22,3137-3141,ISCA,en,L2,Interspeech 2016
2007,"Read, Ian; Cox, Stephen",Automatic pitch accent prediction for text-to-speech synthesis,Interspeech 2007,,10.21437/Interspeech.2007-224,https://www.isca-speech.org/archive/interspeech_2007/read07_interspeech.html,"Determining pitch accents in a sentence is a key task for a textto-speech (TTS) system. We describe some methods for pitch accent assignment which make use of features that contain information about a complete phrase or sentence, in contrast to most previous work which has focused on using features local to a syllable or word. Pitch accent prediction is performed using three different techniques: N -gram models of syllable sequences, dynamic programming to match sequences of features, and decision trees. Using a C4.5 decision tree trained on a wide range of features, most notably each word’s orthographic form and information extracted from the syntactic parse of the sentence, our feature set achieved a balanced error rate of 46.6%. This compares with the feature set used in [11] which had a balanced error rate of 55.55%.",27/08/2007,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:22,482-485,ISCA,en,prosody,Interspeech 2007
2017,"Rietmolen, Noémie te; Yagoubi, Radouane El; Ghio, Alain; Astésano, Corine",The Phonological Status of the French Initial Accent and its Role in Semantic Processing: An Event-Related Potentials Study,Interspeech 2017,,10.21437/Interspeech.2017-934,https://www.isca-speech.org/archive/interspeech_2017/rietmolen17_interspeech.html,"French accentuation is held to belong to the level of the phrase. Consequently French is considered ‘a language without accent’ with speakers that are ‘deaf to stress’. Recent ERP-studies investigating the French initial accent (IA) however demonstrate listeners not only discriminate between different stress patterns, but also prefer words to be marked with IA early in the process of speech comprehension. Still, as words were presented in isolation, it remains unclear whether the preference applied to the lexical or to the phrasal level. In the current ERP-study, we address this ambiguity and manipulate IA on words embedded in a sentence. Furthermore, we orthogonally manipulate semantic congruity to investigate the interplay between accentuation and later speech processing stages. Preliminary results on 14 participants reveal a signiﬁcant interaction effect: the centro-frontally located N400 was larger for words without IA, with a bigger effect for semantically incongruent sentences. This indicates that IA is encoded at a lexical level and facilitates semantic processing. Furthermore, as participants attended to the semantic content of the sentences, the ﬁnding underlines the automaticity of stress processing. In sum, we demonstrate accentuation plays an important role in French speech comprehension and call for the traditional view to be reconsidered.",20/08/2017,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:22,2436-2440,ISCA,en,prosody,Interspeech 2017
