Publication Year,Author,Title,Publication Title,ISBN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Publisher,Language,Manual Tags,Conference Name
2006,"Clarke, Constance; Jurafsky, Daniel",Limitations of MLLR adaptation with Spanish-accented English: an error analysis,Interspeech 2006,,10.21437/Interspeech.2006-342,https://www.isca-speech.org/archive/interspeech_2006/clarke06_interspeech.html,"We studied the effect of MLLR adaptation with Spanishaccented English to understand the strengths and weaknesses of MLLR with unseen foreign accents. We trained a global MLLR transform on 10 adaptation sentences per speaker, giving a 3.4% absolute decrease in phone error rate. We then studied the pattern of improvements across phones and phone classes. Phones that improved the least tended to be those that do not exist in Spanish. Results suggest the poorer performance is related to increased insertion and substituter rates during the adaptation phase, as well as greater acoustic variability.",17/09/2006,22/02/2023 10:36,07/03/2023 11:29,31/01/2023 08:25,paper 1611-Tue2BuP.7-0,ISCA,en,ASR; L2; some-description; accent-in-title,Interspeech 2006
2005,"Dalton, Martha; Ní Chasaide, Ailbhe",Peak timing in two dialects of connaught irish,Interspeech 2005,,10.21437/Interspeech.2005-496,https://www.isca-speech.org/archive/interspeech_2005/dalton05_interspeech.html,A comparison of the peak location in nuclear and initial prenuclear accents was carried out for two closely related dialects of Connaught Irish: Cois Fharraige and Inis Oirr. This was done across conditions where the number of unstressed syllables following the nuclear and preceding the initial prenuclear accents was varied from 2-0. Clear differences in peak timing emerged between the two dialects. In Cois Fharraige Irish the timing of the peak is unaffected by the presence and/or number of adjacent unstressed syllables. In Inis Oirr Irish there is variability in peak timing for both prenuclear and nuclear positions. In nuclear position Inis Oirr peak realizations for the different conditions range from the left edge of the accented vowel to the post accented vowel. In prenuclear position realizations range from the left-edge of the accented vowel as far as the right edge of the post accented syllable.,04/09/2005,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:25,1377-1380,ISCA,en,prosody,Interspeech 2005
2021,"Das, Nilaksh; Bodapati, Sravan; Sunkara, Monica; Srinivasan, Sundararajan; Chau, Duen Horng",Best of Both Worlds: Robust Accented Speech Recognition with Adversarial Transfer Learning,Interspeech 2021,,10.21437/Interspeech.2021-1888,https://www.isca-speech.org/archive/interspeech_2021/das21b_interspeech.html,"Training deep neural networks for automatic speech recognition (ASR) requires large amounts of transcribed speech. This becomes a bottleneck for training robust models for accented speech which typically contains high variability in pronunciation and other semantics, since obtaining large amounts of annotated accented data is both tedious and costly. Often, we only have access to large amounts of unannotated speech from different accents. In this work, we leverage this unannotated data to provide semantic regularization to an ASR model that has been trained only on one accent, to improve its performance for multiple accents. We propose Accent Pre-Training (Acc-PT), a semi-supervised training strategy that combines transfer learning and adversarial training. Our approach improves the performance of a state-of-the-art ASR model by 33% on average over the baseline across multiple accents, training only on annotated samples from one standard accent, and as little as 105 minutes of unannotated speech from a target accent.",30/08/2021,22/02/2023 10:36,27/02/2023 07:40,31/01/2023 08:25,1314-1318,ISCA,en,ASR; L1-or-L2; no-description-of-accent; wrong-def,Interspeech 2021
2014,"Fox, Robert Allen; Jacewicz, Ewa; Hardjono, Florence",Non-native perception of regionally accented speech in a multitalker context,Interspeech 2014,,10.21437/Interspeech.2014-546,https://www.isca-speech.org/archive/interspeech_2014/fox14b_interspeech.html,"Noisy listening conditions are challenging to non-native listeners who typically perform poorly while attending to several competing talkers. This study examined whether nonnative listeners are able to utilize dialect-related cues in the target and in the masking speech, even if they do not reach the proficiency level of the native listeners. 35 Indonesian-English bilinguals residing in the United States were presented with speech stimuli from two American English dialects, General American English and Southern American English, which were systematically varied both in the target sentences and in 2-talker masking babble at three sound-to-noise ratios (SNR). We found that the non-native listeners were (1) sensitive to dialect-specific phonetic details in speech of competing talkers and (2) performed in a manner similar to native listeners despite their apparent deficit. However, their performance differed significantly when the speech levels of the competing talkers were equal (0 dB SNR). The differential sensitivity of non-native listeners may reflect their inability to separate utterances of competing talkers when there is not enough contrast in their voice levels. In turn, the lack of sufficient contrast may reduce their ability to benefit from the phonetic-acoustic details necessary to encode the signal and comprehend a message.",14/09/2014,22/02/2023 10:36,07/03/2023 13:40,31/01/2023 08:25,2548-2552,ISCA,en,L1; not-tech; description-of-accent; perception-study; great-description-of-subjects; speaker-description; listener-description,Interspeech 2014
2018,"Ghorbani, Shahram; Hansen, John H.L.",Leveraging Native Language Information for Improved Accented Speech Recognition,Interspeech 2018,,10.21437/Interspeech.2018-1378,https://www.isca-speech.org/archive/interspeech_2018/ghorbani18_interspeech.html,"Recognition of accented speech is a long-standing challenge for automatic speech recognition (ASR) systems, given the increasing worldwide population of bi-lingual speakers with English as their second language. If we consider foreign-accented speech as an interpolation of the native language (L1) and English (L2), using a model that can simultaneously address both languages would perform better at the acoustic level for accented speech. In this study, we explore how an end-to-end recurrent neural network (RNN) trained system with English and native languages (Spanish and Indian languages) could leverage data of native languages to improve performance for accented English speech. To this end, we examine pre-training with native languages, as well as multi-task learning (MTL) in which the main task is trained with native English and the secondary task is trained with Spanish or Indian Languages. We show that the proposed MTL model performs better than the pre-training approach and outperforms a baseline model trained simply with English data. We suggest a new setting for MTL in which the secondary task is trained with both English and the native language, using the same output set. This proposed scenario yields better performance with +11.95% and +17.55% character error rate gains over baseline for Hispanic and Indian accents, respectively.",02/09/2018,22/02/2023 10:36,26/02/2023 13:43,31/01/2023 08:25,2449-2453,ISCA,en,ASR; L2; some-description,Interspeech 2018
2013,"Graham, Calbert; Post, Brechtje",Realisation of tonal alignment in the English of Japanese-English late bilinguals,Interspeech 2013,,10.21437/Interspeech.2013-557,https://www.isca-speech.org/archive/interspeech_2013/graham13_interspeech.html,"Several factors have been attested to affect the temporal synchronisation of tonal targets such as syllable duration, segmental structure and proximity to word or intonational boundaries, e.g. [1], [2], [3]. Given the apparent languagespecific nature of tonal alignment [4], it can be expected that late bilinguals who are acquiring a second language will need to learn the alignment implementation rules of that language, in addition to other aspects. This study compared the tonal alignment patterns of Japanese late bilingual English speakers and monolingual English speakers in order to investigate to what extent learners transfer their native implementation strategies to the interlanguage, and whether alignment changes with proficiency. The results show that, although initialaccented words were aligned later than final-accented words for all groups, as expected, the Japanese bilinguals aligned the former significantly later than the monolinguals. Further analyses revealed that their off-target realisations were generally limited to a specific type of syllable structure that we speculate may be linked to peak delay in their L1.These results are taken as evidence of prosodic transfer and suggest that late bilinguals will need to learn the L2 phonetic implementation rules of alignment independently of their acquisition of the phonology.",25/08/2013,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:25,2390-2394,ISCA,en,prosody,Interspeech 2013
2004,"Heggtveit, Per Olav; Natvig, Jon Emil",Automatic prosody labeling of read norwegian,Interspeech 2004,,10.21437/Interspeech.2004-662,https://www.isca-speech.org/archive/interspeech_2004/heggtveit04_interspeech.html,In this paper we present initial work on a method for automatic stress and boundary labelling of read EastNorwegian. The context of this work is automatic corpus annotation for unit selection speech synthesis.,04/10/2004,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:25,2741-2744,ISCA,en,prosody,Interspeech 2004
2011,"Kalaldeh, Raya",Tonal alignment defined: the case of southern irish English,Interspeech 2011,,10.21437/Interspeech.2011-452,https://www.isca-speech.org/archive/interspeech_2011/kalaldeh11_interspeech.html,"This paper proposes to define tonal alignment features as either intrinsic; the default alignment, or extrinsic; the shifts away from the default alignment due to prosodic contextual factors. Intrinsic alignment is different for pre-nuclear (PN) and nuclear (N) accents. This distinction is illustrated for a variety of Irish English (IrE), Drogheda English (DroghE) where the PN and the N peaks of H* accents are intrinsically aligned at a time point 70% ~80% and 60% ~75% into the vowel of the accented syllable, respectively. Extrinsic alignment shifts of PN and N peaks are very small not exceeding the accented vowel boundaries.",27/08/2011,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:25,1373-1376,ISCA,en,prosody,Interspeech 2011
2016,"Kapolowicz, Michelle R.; Montazeri, Vahid; Assmann, Peter F.",The Role of Spectral Resolution in Foreign-Accented Speech Perception,Interspeech 2016,,10.21437/Interspeech.2016-1585,https://www.isca-speech.org/archive/interspeech_2016/kapolowicz16_interspeech.html,"Several studies have shown that diminished spectral resolution leads to poorer speech recognition in adverse listening conditions such as competing background noise or in cochlear implants. Although intelligibility is also reduced when the talker has a foreign accent, it is unknown how limited spectral resolution interacts with foreign-accent perception. It is hypothesized that limited spectral resolution will further impair perception of foreign-accented speech. To test this, we assessed the contribution of spectral resolution to the intelligibility of foreign-accented speech by varying the number of spectral channels in a tone vocoder. We also examined listeners’ abilities to discriminate between native and foreign-accented speech in each condition to determine the effect of reduced spectral resolution on accent detection. Results showed that increasing the spectral resolution improves intelligibility for foreign-accented speech while also improving listeners’ ability to detect a foreign accent but not to the level of accuracy for broadband speech. Results also reveal a correlation between intelligibility and accent detection. Overall, results suggest that greater spectral resolution is needed for perception of foreign-accented speech compared to native speech.",08/09/2016,22/02/2023 10:36,07/03/2023 13:56,31/01/2023 08:25,3289-3293,ISCA,en,L2; perception-study; some-description; accentedness-rating; unaccented/non-accented; speaker-description; listener-description,Interspeech 2016
2011,"Karhila, Reima; Wester, Mirjam",Rapid adaptation of foreign-accented HMM-based speech synthesis,Interspeech 2011,,10.21437/Interspeech.2011-701,https://www.isca-speech.org/archive/interspeech_2011/karhila11_interspeech.html,"This paper presents ﬁndings of listeners’ perception of speaker identity in synthetic speech. Speciﬁcally, we investigated what the effect is on the perceived identity of a speaker when using differently accented average voice models and limited amounts (ﬁve and ﬁfteen sentences) of a speaker’s data to create the synthetic stimuli. A speaker discrimination task was used to measure speaker identity. Native English listeners were presented with natural and synthetic speech stimuli in English and were asked to decide whether they thought the sentences were spoken by the same person or not. An accent rating task was also carried out to measure the perceived accents of the synthetic speech stimuli. The results show that listeners, for the most part, perform as well at speaker discrimination when the stimuli have been created using ﬁve or ﬁfteen adaptation sentences as when using 105 sentences. Furthermore, the accent of the average voice model does not affect listeners’ speaker discrimination performance even though the accent rating task shows listeners are perceiving different accents in the synthetic stimuli. Listeners do not base their speaker similarity decisions on perceived accent.",27/08/2011,22/02/2023 10:36,07/03/2023 13:59,31/01/2023 08:25,2801-2804,ISCA,en,L2; TTS; no-description-of-accent; perception-study; no-listener-description; no-speaker-description,Interspeech 2011
2022,"Kukk, Kunnar; Alumäe, Tanel",Improving Language Identification of Accented Speech,Interspeech 2022,,10.21437/Interspeech.2022-10455,https://www.isca-speech.org/archive/interspeech_2022/kukk22_interspeech.html,"Language identification from speech is a common preprocessing step in many spoken language processing systems. In recent years, this field has seen fast progress, mostly due to the use of self-supervised models pretrained on multilingual data and the use of large training corpora. This paper shows that for speech with a non-native or regional accent, the accuracy of spoken language identification systems drops dramatically, and that the accuracy of identifying the language is inversely correlated with the strength of the accent. We also show that using the output of a lexicon-free speech recognition system of the particular language helps to improve language identification performance on accented speech by a large margin, without sacrificing accuracy on native speech. We obtain relative error rate reductions ranging from to 35 to 63% over the state-of-the-art model across several non-native speech datasets.",18/09/2022,22/02/2023 10:36,27/02/2023 07:44,31/01/2023 08:25,1288-1292,ISCA,en,L2; language-identification; definition; some-description,Interspeech 2022
2014,"Lecumberri, María Luisa García; Barra-Chicote, Roberto; Ramón, Rubén Pérez; Yamagishi, Junichi; Cooke, Martin",Generating segmental foreign accent,Interspeech 2014,,10.21437/Interspeech.2014-324,https://www.isca-speech.org/archive/interspeech_2014/lecumberri14_interspeech.html,"For most of us, speaking in a non-native language involves deviating to some extent from native pronunciation norms. However, the detailed basis for foreign accent (FA) remains elusive, in part due to methodological challenges in isolating segmental from suprasegmental factors. The current study examines the role of segmental features in conveying FA through the use of a generative approach in which accent is localised to single consonantal segments. Three techniques are evaluated: the ﬁrst requires a highly-proﬁciency bilingual to produce words with isolated accented segments; the second uses cross-splicing of context-dependent consonants from the non-native language into native words; the third employs hidden Markov model synthesis to blend voice models for both languages. Using English and Spanish as the native/non-native languages respectively, listener cohorts from both languages identiﬁed words and rated their degree of FA. All techniques were capable of generating accented words, but to differing degrees. Naturally-produced speech led to the strongest FA ratings and synthetic speech the weakest, which we interpret as the outcome of over-smoothing. Nevertheless, the ﬂexibility offered by synthesising localised accent encourages further development of the method.",14/09/2014,22/02/2023 10:36,26/02/2023 12:45,31/01/2023 08:25,1302-1306,ISCA,en,L2; TTS; no def; some-description; unaccented/non-accented,Interspeech 2014
2022,"Lesnichaia, Mariia; Mikhailava, Veranika; Bogach, Natalia; Lezhenin, Iurii; Blake, John; Pyshkin, Evgeny",Classification of Accented English Using CNN Model Trained on Amplitude Mel-Spectrograms,Interspeech 2022,,10.21437/Interspeech.2022-462,https://www.isca-speech.org/archive/interspeech_2022/lesnichaia22_interspeech.html,"Automatic speech recognition is hindered by the linguistic differences occurring in accented speech. This paper advances a classification method for accented speech using a CNN-based model trained and tested on English with Germanic, Romance and Slavic accents. The input feature set was examined to find the optimal combination of time-frequency and energy characteristics of speech fed into the machine learning model. We also tuned model hyperparameters and the dimensionality of input features. We argue that mel-scale amplitude spectrograms on a liner scale appear more powerful in accent classification tasks compared to conventional feature sets based on MFCCs and raw spectrograms. Our models used only sparse data from the Speech Accent Archive, yet produced state-of-the-art classification results for English with Germanic, Romance and Slavic accents. The accuracy of our models trained on linear scale amplitude mel-spectrograms ranged from 0.964 to 0.987, outperforming existing models classifying accents using the same dataset.",18/09/2022,22/02/2023 10:36,07/03/2023 11:28,31/01/2023 08:25,3669-3673,ISCA,en,L2; accent-identification; definition; some-description; lang-in-title,Interspeech 2022
2012,"Ludusan, Bogdan; Ziegler, Stefan; Gravier, Guillaume",Integrating stress information in large vocabulary continuous speech recognition,Interspeech 2012,,10.21437/Interspeech.2012-507,https://www.isca-speech.org/archive/interspeech_2012/ludusan12_interspeech.html,"In this paper we propose a novel method for integrating stress information in the decoding step of a speech recognizer. A multiscale rhythm model was used to determine the stress scores for each syllable, which are further used to reinforce paths during search. Two strategies for integrating the stress were employed: the ﬁrst one reinforces paths through all the syllables with a value proportional to the their stress score, while the second one enhances paths passing only through stressed syllables, but with a constant value. The former strategy slightly outperforms the later, bringing a relative improvement of more than 2% over the baseline. Furthermore, the stress information proved to be a robust feature, by performing well even for foreign-accented speech.",09/09/2012,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:25,2642-2645,ISCA,en,prosody,Interspeech 2012
2011,"Minematsu, Nobuaki; Okabe, Koji; Ogaki, Keisuke; Hirose, Keikichi",Measurement of objective intelligibility of Japanese accented English using ERJ (English read by Japanese) database,Interspeech 2011,,10.21437/Interspeech.2011-310,https://www.isca-speech.org/archive/interspeech_2011/minematsu11_interspeech.html,"In many schools, English is taught as international communication tool and the goal of English pronunciation training is generally to acquire intelligible enough pronunciation, which is not always native-sounding pronunciation. However, the deﬁnition of the intelligible pronunciation is not easy because it depends on the speaking skill of a speaker, the predictability of a content, and the language background of a listener. One kind of accented pronunciation, which is intelligible enough for some listeners, is often less intelligible for others. This paper focuses on objective intelligibility of Japanese English through the ears of American English speakers with little exposure to Japanese English. A large listening test was conducted using ERJ (English Read by Japanese) database. A balanced subset of this database were presented over a telephone line to the American listeners who were asked to repeat what they heard. Totally, 17,416 repetitive responses were collected and they were transcribed manually. This paper describes the design of this experiment and some results of analyzing the results of transcription.",27/08/2011,22/02/2023 10:36,07/03/2023 11:28,31/01/2023 08:25,1481-1484,ISCA,en,L2; no-description-of-accent; teaching; intelligibility; accent-in-title,Interspeech 2011
2009,"Mixdorff, Hansjörg; Ingram, John",Prosodic analysis of foreign-accented English,Interspeech 2009,,10.21437/Interspeech.2009-666,https://www.isca-speech.org/archive/interspeech_2009/mixdorff09b_interspeech.html,"This study compares utterances by Vietnamese learners of Australian English with those of native subjects. In a previous study the utterances had been rated for foreign accent and intelligibility. We aim to find measurable prosodic differences accounting for the perceptual results. Our outcomes indicate, inter alia, that unaccented syllables are relatively longer compared with accented ones in the Vietnamese corpus than those in the Australian English corpus. Furthermore, the correlations of syllabic durations in utterances of one and the same sentence are much higher for Australian English subjects than for Vietnamese learners of English. Vietnamese speakers use a larger range of f0 and produce more pitch-accents than Australian speakers.",06/09/2009,22/02/2023 10:36,07/03/2023 11:26,31/01/2023 08:25,2527-2530,ISCA,en,L2; some-description; accentedness-rating; production-study; lang-in-title,Interspeech 2009
2013,"Mixdorff, Hansjörg; Niebuhr, Oliver",The influence of F0 contour continuity on prominence perception,Interspeech 2013,,10.21437/Interspeech.2013-73,https://www.isca-speech.org/archive/interspeech_2013/mixdorff13_interspeech.html,"The presented study concerns the influence of the syllabic structure on perceived prominence. We examined how gaps in the F0 contour due to unvoiced consonants affect prominence perception, given that such gaps can either be filled or blinded out by listeners. For this purpose we created a stimulus set of real disyllabic words which differed in the quantity of the vowel of the accented syllable nucleus and the types of subsequent intervocalic consonant(s). Results include, inter alia, that stimuli with unvoiced gaps in the F0 contour are indeed perceived as less prominent. The prominence reduction is smaller for monotonous stimuli than for stimuli with F0 excursions across the accented syllable. Moreover, in combination with F0 excursions, it also mattered whether F0 had to be interpolated or extrapolated, and whether or not the gap included a fricative sound. The results support both the filling-in and blinding-out of F0 gaps, which fits in well with earlier experiments on the production and perception of pitch.",25/08/2013,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:25,230-234,ISCA,en,prosody,Interspeech 2013
2005,"Mori, Laura; Barkat-Defradas, Melissa",Acoustic properties of foreign accent: VOT variations in Moroccan-accented Italian,Interspeech 2005,,10.21437/Interspeech.2005-768,https://www.isca-speech.org/archive/interspeech_2005/mori05b_interspeech.html,"The present study investigates the temporal parameter of VOT from a cross-language perspective, as far as native Moroccan, native Italian and Moroccanaccented Italian are concerned. The comparative analysis carried out underlines a language effect on the VOT duration across the three language varieties.",04/09/2005,22/02/2023 10:36,07/03/2023 11:27,31/01/2023 08:25,2909-2912,ISCA,en,L2; not-tech; some-description; foreign-accent; production-study; accent-in-title,Interspeech 2005
2012,"Nallasamy, Udhyakumar; Metze, Florian; Schultz, Tanja",Enhanced polyphone decision tree adaptation for accented speech recognition,Interspeech 2012,,10.21437/Interspeech.2012-516,https://www.isca-speech.org/archive/interspeech_2012/nallasamy12_interspeech.html,"State-of-the-art Automatic Speech Recognition (ASR) systems struggle to handle accented speech, particularly if the target accent is under-represented in the training data. The acoustic variations presented by an unfamiliar accent render the ASR polyphone decision tree (PDT) and its associated Gaussian mixture models (GMM) misﬁt to the test data. In this paper, we improve on the previous work of adapting the polyphone decision tree, using a semi-continuous model based approach to address the problem of data sparsity. We extend the existing PDT to introduce additional states with shared parameters, corresponding to the new contextual variations identiﬁed in the adaptation data, while still robustly estimating the state-speciﬁc parameters on a relatively small dataset. We conduct ASR experiments on Arabic and English accents and show that our technique performs better than Maximum A-Posteriori (MAP) adaptation and a previous implementation of polyphone decision tree specialization (PDTS). Compared to MAP adapted system, we obtain 7% relative improvement in Word Error Rate (WER) for Arabic and 13.7% relative improvement for English accent adaptation.",09/09/2012,22/02/2023 10:36,27/02/2023 08:14,31/01/2023 08:26,1902-1905,ISCA,en,ASR; L1-or-L2; no-description-of-accent; definition,Interspeech 2012
2007,"Ni, Xinqiang; Chen, Yining; Soong, Frank K.; Chu, Min; Zhang, Ping",An unsupervised approach to automatic prosodic annotation,Interspeech 2007,,10.21437/Interspeech.2007-225,https://www.isca-speech.org/archive/interspeech_2007/ni07_interspeech.html,"Accent is probably the most prominent part in prosodic events. Automatic accent labeling is important for both speech synthesis and automatic speech understanding. However, manually labeling data for traditional supervised learning is expensive and time consuming. In this paper, we propose an unsupervised learning algorithm to label accent automatically. First, we assume all content words are accented. We build an initial acoustic model with accented vowels in content words and high confidence unaccented vowels in function words. Then an iterative progress is executed to convergence. Experimental results show that this unsupervised learning algorithm achieves about 90% agreement on accent labeling. Compared with 84.3%, the accuracy of a typical linguistic classifier, a 30% relative error reduction is obtained.",27/08/2007,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,486-489,ISCA,en,prosody,Interspeech 2007
2020,"Pérez-Ramón, Rubén; Lecumberri, María Luisa García; Cooke, Martin",The Effect of Language Proficiency on the Perception of Segmental Foreign Accent,Interspeech 2020,,10.21437/Interspeech.2020-1023,https://www.isca-speech.org/archive/interspeech_2020/perezramon20_interspeech.html,"Foreign accent has different effects on speech intelligibility for native and non-native listeners. However, not much is known about the impact of individual foreign-accented segments on listeners with different levels of proﬁciency in the language. Using a technique developed to generate degrees of segmental foreign accent, this study investigates how native and non-native listeners differing in language proﬁciency categorise and discriminate degrees of accentedness at the segmental level. Listeners responded to continua ranging from Spanish-accented tokens to English tokens, constructed by inserting accented segments into words. Six continua were chosen, based on known problems faced by Spanish speakers of English. Whether foreign accent categorisation performance differed across native and nonnative listeners was found to depend on the status of the segment in the listeners’ ﬁrst language. For certain sounds both high and low proﬁciency non-native groups resembled native listener responses. For other sounds, categorisation revealed a clear effect of proﬁciency, with the high-proﬁciency group closer to native performance than the low proﬁciency cohort. This behaviour indicates an ongoing process of new second language phonemic category creation by the more proﬁcient learners.",25/10/2020,22/02/2023 10:36,07/03/2023 13:52,31/01/2023 08:26,2362-2366,ISCA,en,L2; perception-study; some-description; accentedness-rating; speaker-description; listener-description,Interspeech 2020
2012,"Saikachi, Yoko; Kitahara, Mafuyu; Nishikawa, Ken'ya; Kanato, Ai; Mazuka, Reiko",The F0 fall delay of lexical pitch accent in Japanese infant-directed speech,Interspeech 2012,,10.21437/Interspeech.2012-644,https://www.isca-speech.org/archive/interspeech_2012/saikachi12_interspeech.html,"The current study examined the acoustic modifications of the lexical pitch accent in Tokyo Japanese infant-directed speech (IDS), with the focus on the F0 fall delay, where the alignment of the F0 turning points associated with pitch accents were delayed with respect to the accented mora. The RIKEN MotherInfant Conversation Corpus (R-JMICC) [1] produced by 21 mothers from Tokyo area, was used to investigate the alignment of the F0 turning points. Two-piece linear regression was used to locate the turning points and the frequency of F0 fall delay was computed in IDS and in adult-directed speech (ADS). The results revealed that the frequency of F0 fall delay depended on the syllable structures of the accented syllable as well as the prosodic conditions (the presence of the boundary pitch movements and non-lexical lengthening) typically observed in Japanese IDS. We found significantly more frequent F0 fall delay in IDS compared to ADS, when the prosodic conditions were taken into account. The results indicate that the languagespecific prosodic structure should be considered in order to characterize the F0 fall delay of lexical pitch accents in IDS.",09/09/2012,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,2486-2489,ISCA,en,prosody,Interspeech 2012
2009,"Sangwan, Abhijeet; Hansen, John H. L.",On the use of phonological features for automatic accent analysis,Interspeech 2009,,10.21437/Interspeech.2009-68,https://www.isca-speech.org/archive/interspeech_2009/sangwan09_interspeech.html,"In this paper, we present an automatic accent analysis system that is based on phonological features (PFs). The proposed system exploits the knowledge of articulation embedded in phonology by rapidly build Markov models (MMs) of PFs extracted from accented speech. The Markov models capture information in the PF space along two dimensions of articulation: PF state-transitions and state-durations. Furthermore, by utilizing MMs of native and non-native accents a new statistical measure of “accentedness” is developed which rates the articulation of a word on a scale of native-like (−1) to non-native like (+1. The proposed methodology is then used to perform an automatic cross-sectional study of accented English spoken by native speakers of Mandarin Chinese (N-MC). The experimental results demonstrate the capability of the proposed system to rapidly perform quantitative as well as qualitative analysis of foreign accents. The work developed in this paper is easily assimilated into language learning systems, and has impact in the areas of speaker and speech recognition.",06/09/2009,22/02/2023 10:36,26/02/2023 11:50,31/01/2023 08:26,172-175,ISCA,en,english; L2; accent-identification; teaching; some-description; accentedness-rating,Interspeech 2009
2016,"Scharenborg, Odette; Kolkman, Elea; Kakouros, Sofoklis; Post, Brechtje",The Effect of Sentence Accent on Non-Native Speech Perception in Noise,Interspeech 2016,,10.21437/Interspeech.2016-19,https://www.isca-speech.org/archive/interspeech_2016/scharenborg16b_interspeech.html,"This paper investigates the uptake and use of prosodic information signalling sentence accent during native and nonnative speech perception in the presence of background noise. A phoneme monitoring experiment was carried out in which English, Dutch, and Finnish listeners were presented with target phonemes in semantically unpredictable yet meaningful English sentences. Sentences were presented in different levels of speech-shaped noise and, crucially, in two prosodic contexts in which the target-bearing word was either deaccented or accented. Results showed that overall performance was high for both the native and the non-native listeners; however, where native listeners seemed able to partially overcome the problems at the acoustic level in degraded listening conditions by using prosodic information signalling upcoming sentence accent, non-native listeners could not do so to the same extent. These results support the hypothesis that the performance difference between native and non-native listeners in the presence of background noise is, at least partially, caused by a reduced exploitation of contextual information during speech processing by non-native listeners.",08/09/2016,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,863-867,ISCA,en,prosody; not-teh,Interspeech 2016
2010,"Schweitzer, Katrin; Walsh, Michael; Möbius, Bernd; Schütze, Hinrich",Frequency of occurrence effects on pitch accent realisation,Interspeech 2010,,10.21437/Interspeech.2010-69,https://www.isca-speech.org/archive/interspeech_2010/schweitzer10_interspeech.html,"This paper presents the results of a corpus study which examines the impact of frequency of occurrence of accented words on the realisation of pitch accents. In particular, statistical analyses explore this inﬂuence on pitch accent range and alignment. The results indicate a signiﬁcant effect of frequency of occurrence on the relative height of L*H and H*L pitch accents and an also signiﬁcant but more subtle effect on the alignment of L*H accents.",26/09/2010,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,138-141,ISCA,en,prosody,Interspeech 2010
2007,"Shue, Yen-Liang; Iseli, Markus; Veilleux, Nanette; Alwan, Abeer",Pitch accent versus lexical stress: quantifying acoustic measures related to the voice source,Interspeech 2007,,10.21437/Interspeech.2007-690,https://www.isca-speech.org/archive/interspeech_2007/shue07_interspeech.html,"In this paper, we explore acoustic correlates of pitch accent and main lexical stress in American English, and the interaction of these cues with other factors that affect prosody. In a controlled study, we varied presence or absence and type of pitch accent (L∗ vs H∗), boundary-related tone sequence (L-L% vs. HH%) and gender of the talker, for the sentence “Dagada gave Bobby doodads”. The measures were duration, F0 (fundamental frequency), H1∗−H2∗ (related to open quotient), and H1∗−A∗3 (related to spectral tilt). Contour approximations were used to analyze time-course movements of these measures. For “Dagada” we found that, consistent with earlier literature, a) H∗ and L∗ pitch accents showed different F0 contours, b) pitchaccented syllables were longer than unaccented ones, c) stressed “ga” syllables had lower H1∗ − H2∗ values than surrounding unstressed syllables, and for male talkers, lower H1∗ − A∗3 values, indicating lesser spectral tilt. Unexpectedly, F0 maxima associated with an H∗ accent occurred most of the time later in the accented syllable than F0 minima associated with L∗. The cues to lexical stress were consistent with or without pitch accent (e.g. lower H1∗ − H2∗), but they sometimes interacted with gender and/or boundary tones: for example, lower H1∗ − A∗3 in stressed “ga” syllables was only found for female talkers in unaccented cases, and some cues of both accent and stress were less pronounced in the ﬁnal word “doodads”, which also carried boundary-related tones.",27/08/2007,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,2625-2628,ISCA,en,prosody,Interspeech 2007
2008,"Shue, Yen-Liang; Shattuck-Hufnagel, Stefanie; Iseli, Markus; Jun, Sun-Ah; Veilleux, Nanette; Alwan, Abeer",Effects of intonational phrase boundaries on pitch-accented syllables in american English,Interspeech 2008,,10.21437/Interspeech.2008-279,https://www.isca-speech.org/archive/interspeech_2008/shue08_interspeech.html,"Recent studies of the acoustic correlates of various prosodic elements in American English, such as prominence (in the form of phrase-level pitch accents and word-level lexical stress) and boundaries (in the form of boundary-marking tones), have begun to clarify the nature of the acoustic cues to different types and levels of these prosodic markers. This study focuses on the importance of controlling for context in such investigations, illustrating the effects of adjacent context by examining the cues to H* and L* pitch accent in early and late position in the Intonational Phrase, and how these cues vary when the accented syllable is followed immediately by boundary tones. Results show that F0 peaks for H* accents occur significantly earlier in words that also carry boundary tones, and that energy patterns are also affected; some effects on voice quality measures were also noted. Such findings highlight the caveat that the context of a particular prosodic target may significantly influence its acoustic correlates.",22/09/2008,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,873-876,ISCA,en,prosody,Interspeech 2008
